,h,T,M,Lambda_lhs,s
438,-18379.86116,42277916.61,799000,7.46E-05,0.000791175
439,-14143.57098,17939132.35,801000,7.49E-05,0.000378953
440,-20404.52188,4039924.954,801000,7.49E-05,0.000143373
441,-17544.66481,3720877.13,803000,7.52E-05,0.000138266
442,-24585.30607,30302555.86,803000,7.52E-05,0.000588803
443,-18888.58721,47019675.61,805000,7.55E-05,0.000872444
444,-16198.66364,2418615.258,806000,7.57E-05,0.000116693
445,-8738.392376,6852144.634,808000,7.61E-05,0.000192238
446,-20884.07893,1469644.972,808000,7.60E-05,0.000100909
447,-17646.39275,28039986.47,809000,7.62E-05,0.000551454
448,-25186.74739,28207898.55,809000,7.63E-05,0.0005544
449,-18342.5835,22531813.44,811000,7.67E-05,0.000458595
450,-5523.760445,16528542.91,813000,7.71E-05,0.000357245
451,-28804.70961,30392234.76,812000,7.68E-05,0.000591923
452,-14263.73067,44395585.7,814000,7.73E-05,0.000829768
453,-6243.346195,10423179.16,816000,7.77E-05,0.000254364
454,-9982.370795,46383879.12,817000,7.78E-05,0.000863967
455,-25260.40318,5542479.663,816000,7.76E-05,0.00017154
456,-28831.23631,40370504.02,817000,7.77E-05,0.000761946
457,-18930.69339,38719783.81,819000,7.81E-05,0.000734368
458,-407.7662582,8300761.42,822000,7.87E-05,0.000219391
459,-1671.673154,35981184.73,823000,7.88E-05,0.000688651
460,-677.2252261,19409991.2,824000,7.90E-05,0.000407983
461,-13289.0641,10275769.24,824000,7.90E-05,0.000253166
462,-4437.277468,43005722.59,826000,7.93E-05,0.000808211
463,-15499.34309,25152563.22,826000,7.93E-05,0.000505615
464,-1895.489102,6945556.071,828000,7.97E-05,0.000197421
465,-29624.42756,7980634.78,826000,7.94E-05,0.000214665
466,-30187.99337,15490532.2,827000,7.95E-05,0.000342051
467,-3279.182969,34645216.25,831000,8.03E-05,0.000667507
468,-6148.375654,2809551.622,832000,8.04E-05,0.00012802
469,-7899.729603,18041085.48,833000,8.05E-05,0.000386281
470,-9762.716025,1829044.484,834000,8.07E-05,0.000111701
471,-19690.85084,11141697.04,834000,8.06E-05,0.000269442
472,-18834.45743,47334866.31,835000,8.08E-05,0.000883086
473,-16977.35988,923047.1303,836000,8.11E-05,9.67E-05
474,-17754.48238,39081406.08,837000,8.12E-05,0.000743597
475,-29886.58355,3830251.312,836000,8.12E-05,0.00014612
476,-15601.30461,31649824.6,839000,8.16E-05,0.000618038
477,-12243.75148,44579204.76,840000,8.19E-05,0.00083748
478,-15873.97204,33506392.22,841000,8.20E-05,0.000649905
479,-7780.099748,13812733.65,843000,8.23E-05,0.000316414
480,-2830.762759,41820975.35,845000,8.26E-05,0.00079143
481,-15554.42854,1592368.9,844000,8.25E-05,0.000109489
482,-21180.21179,32609567.31,845000,8.26E-05,0.000635305
483,-20980.57816,15195201.88,846000,8.28E-05,0.000340346
484,-3058.3166,13454522.41,849000,8.33E-05,0.000311343
485,-8182.673117,13964730.34,849000,8.34E-05,0.00032009
486,-10120.87408,7322037.459,850000,8.35E-05,0.000207602
487,-20128.53104,5844195.243,850000,8.35E-05,0.000182554
488,-22262.91831,3524281.73,851000,8.36E-05,0.000143334
489,-11488.905,42591829.53,853000,8.40E-05,0.000805895
490,-5637.380417,15138556.31,855000,8.43E-05,0.000340886
491,-15407.64994,35032578.01,855000,8.43E-05,0.000678073
492,-26325.00352,22701902.49,854000,8.43E-05,0.000469078
493,-4332.892695,38372611.34,858000,8.49E-05,0.000735283
494,-6748.520927,1274899.607,858000,8.50E-05,0.000106608
495,-14051.38478,9969353.609,859000,8.50E-05,0.000253972
496,-21405.07783,25651443.48,859000,8.51E-05,0.00051987
497,-497.7605031,11931153.89,862000,8.57E-05,0.000287923
498,-31217.92365,21876621.57,860000,8.52E-05,0.00045599
499,-18739.37157,29987126.25,862000,8.57E-05,0.000593956
500,-31060.08418,23037658.39,862000,8.56E-05,0.000476069
501,-4615.228562,35883542.89,866000,8.63E-05,0.000694496
502,-26692.57847,3788105.287,865000,8.60E-05,0.000150205
503,-16938.19532,46212260.68,866000,8.64E-05,0.000869659
504,-27581.55826,22218318.1,866000,8.64E-05,0.000462982
505,-17223.4252,37396431.68,869000,8.68E-05,0.000720638
506,-16282.42804,11089885.6,870000,8.70E-05,0.000274964
507,-28246.54612,32095288.39,870000,8.69E-05,0.000630888
508,-31090.13273,24027241.51,870000,8.70E-05,0.000494241
509,-25195.99018,27574354.83,872000,8.73E-05,0.000554662
510,-8401.829829,28196085.27,875000,8.78E-05,0.0005657
511,-26963.47717,46066667.87,874000,8.76E-05,0.000868391
512,-549.8520512,33632754.64,878000,8.83E-05,0.000658347
513,-27376.80064,23184972.89,876000,8.80E-05,0.000480966
514,-1850.035599,31016588.4,879000,8.87E-05,0.000614405
515,-22211.89132,23479999.53,879000,8.84E-05,0.000486366
516,-18547.45522,31203434.55,880000,8.87E-05,0.000617572
517,-28455.79997,22962104.66,879000,8.87E-05,0.000477888
518,-20932.74059,32310694.37,882000,8.90E-05,0.000636639
519,-25112.634,2164969.465,882000,8.91E-05,0.000125794
520,-15236.60173,43671334.27,884000,8.94E-05,0.000829592
521,-6057.279775,31597332.79,886000,8.98E-05,0.000625348
522,-11336.22618,26239768.82,887000,8.99E-05,0.000534642
523,-1406.709597,30136517.66,888000,9.02E-05,0.000600988
524,-1825.919311,5481854.224,889000,9.04E-05,0.000183313
525,-16611.27097,7851880.889,889000,9.03E-05,0.000223383
526,-7065.908911,31440853.15,891000,9.07E-05,0.000623596
527,-24404.08065,6481546.195,890000,9.05E-05,0.000200357
528,-2126.101234,34609354.08,894000,9.11E-05,0.000677699
529,-14021.1558,30594578.42,893000,9.10E-05,0.000609552
530,-2214.319695,45246509.26,896000,9.14E-05,0.00085829
531,-16468.10417,5748870.967,895000,9.13E-05,0.000188738
532,-17551.34023,45278827.48,896000,9.15E-05,0.000858938
533,-659.8749876,5109865.417,899000,9.20E-05,0.000178608
534,-20110.89492,23615529.86,898000,9.18E-05,0.000492063
535,-17856.02811,10932317.84,899000,9.20E-05,0.000277294
536,-31032.44072,36265212.28,899000,9.19E-05,0.000706565
537,-24691.42912,16790664,900000,9.22E-05,0.000376788
538,-13184.64372,21809354.4,903000,9.26E-05,0.00046225
539,-7638.397592,26834461.84,904000,9.29E-05,0.000547721
540,-20438.08087,16538563.83,904000,9.28E-05,0.000373115
541,-17908.25265,9072330.739,905000,9.30E-05,0.000246768
542,-23432.09212,47495318.15,906000,9.31E-05,0.000898105
543,-7805.638044,31140623.81,908000,9.37E-05,0.000621507
544,-13922.84562,20513453.82,909000,9.37E-05,0.000441386
545,-9365.578004,11950889.06,910000,9.40E-05,0.000296557
546,-3822.070518,20971186.4,912000,9.43E-05,0.000449744
547,-22957.77958,82788.57333,910000,9.41E-05,9.55E-05
548,-3295.502425,19546132.4,913000,9.46E-05,0.00042589
549,-9404.919493,40625395.52,914000,9.47E-05,0.000783266
550,-3476.463034,44907634.11,916000,9.50E-05,0.000856146
551,-19923.59229,15759017.31,915000,9.48E-05,0.000361902
552,-31841.72649,16630128.1,914000,9.48E-05,0.000376667
553,-27908.5917,6890241.862,916000,9.50E-05,0.000211784
554,-4699.869413,43483482.16,919000,9.56E-05,0.000832608
555,-11434.72275,37980580.72,920000,9.57E-05,0.000739439
556,-18599.82409,1567223.455,920000,9.57E-05,0.000122263
557,-5404.111424,14642228.79,922000,9.61E-05,0.000344273
558,-19803.54976,38682088.75,922000,9.60E-05,0.000751629
559,-22610.8494,29432744.1,922000,9.61E-05,0.00059496
560,-709.7816015,25273590.43,925000,9.67E-05,0.000525066
561,-24467.41315,9702351.866,924000,9.65E-05,0.000260947
562,-10096.81752,23834971.54,927000,9.69E-05,0.000500883
563,-10722.14241,24448733.33,928000,9.71E-05,0.000511485
564,-7043.471182,25755828.96,929000,9.73E-05,0.000533839
565,-16139.31579,14840422.26,929000,9.73E-05,0.000348833
566,-8077.890963,18599184.97,931000,9.76E-05,0.00041284
567,-20913.09869,41631103.61,930000,9.75E-05,0.000803112
568,-26884.32979,25904434.3,931000,9.76E-05,0.000536658
569,-18230.56625,2568935.978,933000,9.79E-05,0.000141441
570,-19056.3036,9218092.539,933000,9.81E-05,0.000254339
571,-24560.70675,32127551.51,934000,9.82E-05,0.000642735
572,-25750.44998,6579106.408,935000,9.83E-05,0.00020981
573,-16969.86019,45549052.62,937000,9.86E-05,0.000870618
574,-31580.25304,12265349,936000,9.85E-05,0.000306387
575,-5874.022883,6422682.745,939000,9.92E-05,0.000208059
576,-29240.68805,19739424.29,938000,9.89E-05,0.000433467
577,-21898.75842,25676592.33,940000,9.92E-05,0.000534396
578,-12095.58908,30621715.73,942000,9.96E-05,0.000618612
579,-17914.08725,43248330.21,943000,9.96E-05,0.000832623
580,-12970.58979,30327464.66,944000,9.99E-05,0.000613925
581,-11203.87815,3560594.87,945000,0.0001001,0.000160449
582,-2465.642945,41726510.31,947000,0.0001004,0.000807629
583,-12673.885,15224068.41,946000,0.0001004,0.000358435
584,-16560.7923,17499037.14,947000,0.0001005,0.000397094
585,-26213.98494,35207360.03,947000,0.0001005,0.000697235
586,-30089.06078,3164334.76,948000,0.0001006,0.000154233
587,-30286.97281,34201181.52,949000,0.0001007,0.000680381
588,-19700.80193,34777094.55,950000,0.0001011,0.000690542
589,-26893.62291,34133030.32,951000,0.0001011,0.000679626
590,-28180.40059,11418761.34,952000,0.0001013,0.000294838
591,-18006.8875,6865205.85,953000,0.0001016,0.000217959
592,-18721.44272,32826272.85,954000,0.0001018,0.000658178
593,-2576.580647,8365946.648,957000,0.0001023,0.000244096
594,-28109.12534,2753681.19,956000,0.0001019,0.000148573
595,-28102.69628,40539571.03,956000,0.0001021,0.000789211
596,-16679.59584,8956300.367,958000,0.0001025,0.000254302
597,-5345.295449,4685224.739,961000,0.0001029,0.000182311
598,-14598.97318,3300359.281,960000,0.0001029,0.000158838
599,-23152.75286,27046075.55,960000,0.0001029,0.000561308
600,-26106.34511,35926855.57,961000,0.000103,0.00071193
601,-4485.079415,12418105.89,964000,0.0001035,0.000313976
602,-26737.69526,42029997.67,963000,0.0001033,0.000815673
603,-17135.07454,16040758.53,965000,0.0001036,0.000375477
604,-17411.64524,28552880.02,966000,0.0001038,0.000587747
605,-24021.17524,18379300.77,966000,0.0001038,0.000415314
606,-6428.989092,10321515.17,969000,0.0001043,0.000279241
607,-21729.55555,10487659.14,968000,0.0001042,0.000281957
608,-6590.05054,44204238.05,971000,0.0001046,0.000853824
609,-27233.3895,627083.9492,970000,0.0001044,0.000115029
610,-696.2920135,18156344.98,973000,0.0001051,0.000412835
611,-20092.8079,38085167.68,972000,0.0001049,0.000750411
612,-21115.31541,47245771.16,973000,0.000105,0.000905776
613,-28060.86707,40314324.21,973000,0.0001051,0.000788394
614,-6421.001913,29915197.86,976000,0.0001056,0.000612637
615,-9619.019313,26201880.45,977000,0.0001057,0.0005498
616,-13605.95549,4020874.088,978000,0.0001058,0.00017395
617,-27048.04684,11477923.18,977000,0.0001057,0.000300241
618,-5296.369194,42465024.92,980000,0.0001063,0.000826046
619,-29948.89302,23732712.53,979000,0.000106,0.000508249
620,-13029.32097,3349445.232,981000,0.0001065,0.00016327
621,-27837.50552,43547565.3,981000,0.0001064,0.000844494
622,-2458.11443,11814517.06,984000,0.000107,0.000307246
623,-25867.16741,31397295.19,983000,0.0001067,0.000638858
624,-21493.16254,37364783.25,984000,0.000107,0.000740301
625,-13488.18183,147374.8031,986000,0.0001073,0.000109798
626,-8296.280387,43647915.89,987000,0.0001075,0.000847295
627,-18054.91412,35321310.68,987000,0.0001075,0.000706166
628,-14637.57379,19989316.01,989000,0.0001077,0.000446502
629,-9673.219462,21764610.78,990000,0.000108,0.000476892
630,-20848.66952,16227453.66,990000,0.0001079,0.000382942
631,-23753.20183,34807887.08,990000,0.0001081,0.000698064
632,-3447.23116,41406339.87,993000,0.0001086,0.000810402
633,-15773.8012,23548980.82,993000,0.0001085,0.000507635
634,-27192.25691,36866897.75,993000,0.0001085,0.000733363
635,-14430.00318,19020711.59,995000,0.0001089,0.000431285
636,-29472.61833,39000833.99,994000,0.0001088,0.000769831
637,-23421.04579,4087476.772,996000,0.000109,0.000178279
638,-31799.49147,37129648.3,996000,0.000109,0.000738316
639,-25407.16831,10565431.65,998000,0.0001093,0.000288375
640,-15130.22096,35162578.45,1000000,0.0001096,0.000705576
641,-12083.10409,12947115.03,1000000,0.0001099,0.000329343
642,-9628.981863,31725651.06,1000000,0.0001101,0.000647823
643,-27987.21676,2368157.074,1000000,0.0001099,0.000150038
644,-8783.56545,17766835.89,1000000,0.0001104,0.000411533
645,-14130.62264,42202655.85,1000000,0.0001105,0.000825799
646,-18450.4026,7929713.576,1000000,0.0001105,0.000244902
647,-4634.699525,23745758.99,1010000,0.0001109,0.00051337
648,-7683.450724,11210834.57,1010000,0.000111,0.000301014
649,-10329.43662,7485312.296,1010000,0.0001112,0.00023807
650,-15465.34654,16667956.07,1010000,0.0001113,0.000393808
651,-4486.511428,39625254.01,1010000,0.0001117,0.000783314
652,-16617.9244,11684239.49,1010000,0.0001116,0.000309638
653,-10495.31286,46135866.53,1010000,0.0001119,0.000893864
654,-9573.543295,45150929.06,1010000,0.000112,0.00087727
655,-26319.60132,8536166.494,1010000,0.0001119,0.000256581
656,-4069.235241,16099272.96,1020000,0.0001125,0.000385369
657,-865.5737224,3445615.81,1020000,0.0001127,0.0001711
658,-20200.13934,21969751.7,1020000,0.0001125,0.000484869
659,-24164.01553,2241930.837,1020000,0.0001126,0.000150599
660,-4782.397632,12970006.76,1020000,0.0001131,0.000332931
661,-17566.50523,7597593.876,1020000,0.000113,0.000241773
662,-30287.80876,45518328.5,1020000,0.0001129,0.000884397
663,-26890.10625,23546183.69,1020000,0.0001131,0.000512188
664,-11283.56048,22490559.32,1020000,0.0001136,0.000494796
665,-29496.99173,38965367.08,1020000,0.0001134,0.00077383
666,-3657.371138,7119756.237,1020000,0.000114,0.000234674
667,-22340.33629,22103087.4,1020000,0.0001138,0.000488429
668,-2512.655955,15435960.75,1030000,0.0001143,0.000375926
669,-5528.228605,4668391.571,1030000,0.0001144,0.000193525
670,-306.1539063,41518507.47,1030000,0.0001147,0.000818404
671,-5514.141956,20198822.07,1030000,0.0001147,0.000457053
672,-26659.701,481337.4168,1030000,0.0001145,0.000122658
673,-27159.87063,12995564.54,1030000,0.0001147,0.000334964
674,-31711.63481,9786584.813,1030000,0.0001147,0.000280574
675,-2661.234758,3248565.096,1030000,0.0001154,0.00017046
676,-15835.35622,42164312.65,1030000,0.0001153,0.000829949
677,-25989.17513,32970861.12,1030000,0.0001153,0.000674128
678,-5037.102041,40598190.91,1030000,0.0001158,0.000803905
679,-17319.27084,4183496.353,1030000,0.0001158,0.000186707
680,-9012.991254,10628589.05,1040000,0.0001161,0.000296246
681,-28577.89166,35069464.57,1030000,0.0001159,0.000710298
682,-10543.7721,12286262.89,1040000,0.0001163,0.000324542
683,-30097.71388,28050237.28,1040000,0.0001161,0.000591528
684,-29712.50492,43136393.91,1040000,0.0001163,0.000847425
685,-31252.4054,16235400.51,1040000,0.0001164,0.000391576
686,-4717.762434,22474290.36,1040000,0.000117,0.00049792
687,-393.4000366,29088557.57,1040000,0.0001172,0.000610226
688,-17283.21296,7180294.174,1040000,0.0001171,0.0002388
689,-10770.5776,11343602.1,1040000,0.0001174,0.000309664
690,-26996.94842,44819623.62,1040000,0.0001172,0.000876855
691,-5430.826606,17704719.47,1050000,0.0001178,0.00041788
692,-25511.12439,40916026.18,1040000,0.0001176,0.000811092
693,-31609.87787,9196675.331,1040000,0.0001176,0.000273476
694,-9259.157182,13868687.96,1050000,0.0001181,0.000353163
695,-24702.87138,11056943.51,1050000,0.000118,0.000305406
696,-23835.93237,6165350.067,1050000,0.0001182,0.000222697
697,-9922.790939,25807563.29,1050000,0.0001186,0.000556016
698,-18698.40139,19566505.81,1050000,0.0001186,0.000450236
699,-31516.31948,34114936.76,1050000,0.0001185,0.000696719
700,-28855.56967,20617792.99,1050000,0.0001187,0.000468154
701,-17931.66638,42986677.32,1050000,0.000119,0.000847588
702,-25712.00017,6809763.836,1050000,0.0001191,0.00023452
703,-24935.25878,48235.90553,1050000,0.0001192,0.000120018
704,-14692.90831,167272.386,1060000,0.0001195,0.000122335
705,-11194.19356,23931248.13,1060000,0.0001197,0.000525314
706,-3884.594424,11464143.47,1060000,0.00012,0.000314308
707,-21288.46124,42420225.91,1060000,0.0001199,0.000838887
708,-29920.8736,38777067.6,1060000,0.0001199,0.000777138
709,-11409.43935,10471580.61,1060000,0.0001203,0.000297784
710,-25672.0837,45172664.06,1060000,0.0001202,0.000885838
711,-7174.303903,37774226.82,1060000,0.0001207,0.000760941
712,-4708.87602,34692655.55,1060000,0.0001209,0.000708911
713,-10609.26969,39714546.22,1060000,0.0001209,0.000794028
714,-14337.18255,5242717.791,1060000,0.000121,0.00020986
715,-7768.699328,43971098.18,1070000,0.0001213,0.000866573
716,-3992.780211,1003869.779,1070000,0.0001215,0.000138515
717,-5060.926739,17847814.03,1070000,0.0001216,0.000424105
718,-2428.591968,37933179.8,1070000,0.0001218,0.000764735
719,-24825.21629,35702632.99,1070000,0.0001216,0.000726729
720,-924.1306903,39180172.99,1070000,0.0001221,0.000786171
721,-7933.309667,36220365.68,1070000,0.0001221,0.000736005
722,-26522.33134,2272010.843,1070000,0.000122,0.000160509
723,-14732.20475,26066684.73,1070000,0.0001223,0.000564108
724,-24041.3323,5727945.31,1070000,0.0001223,0.000219384
725,-14303.80006,4443756.506,1070000,0.0001226,0.000197918
726,-15547.38401,11319304.36,1070000,0.0001227,0.000314553
727,-10066.13812,2660110.471,1070000,0.0001229,0.000167987
728,-7876.339978,24087451.22,1080000,0.0001231,0.000531362
729,-23526.65892,17426055.74,1080000,0.000123,0.000418357
730,-17594.93039,22149895.76,1080000,0.0001232,0.000498622
731,-7840.943134,37162389.58,1080000,0.0001235,0.000753371
732,-22888.10188,40835520.78,1080000,0.0001234,0.000815527
733,-8849.887164,46348334.44,1080000,0.0001238,0.000909365
734,-1599.382615,40578895.4,1080000,0.0001241,0.000811878
735,-26528.83388,5594849.09,1080000,0.0001238,0.000218628
736,-17639.62278,26168511.25,1080000,0.0001241,0.000567634
737,-6143.31829,43175831.98,1080000,0.0001244,0.000856194
738,-750.8413497,7607570.422,1080000,0.0001246,0.000253542
739,-17494.09863,25108079.93,1080000,0.0001245,0.000550061
740,-29941.1867,7795578.079,1080000,0.0001245,0.000256628
741,-7235.717151,18119457.02,1090000,0.000125,0.000432109
742,-21473.26411,23769891.11,1090000,0.0001249,0.00052778
743,-893.8597679,21325152.88,1090000,0.0001253,0.000486743
744,-10844.22675,40309686.27,1090000,0.0001253,0.000808515
745,-28597.7951,46727154.99,1090000,0.0001252,0.000917186
746,-950.3908374,35853258.56,1090000,0.0001258,0.000733482
747,-20246.7373,18169575.75,1090000,0.0001256,0.000433559
748,-25292.25704,15232216.92,1090000,0.0001256,0.000383773
749,-14558.70844,28069664.29,1090000,0.000126,0.000601757
750,-5951.112093,15199980.06,1090000,0.0001262,0.000383827
751,-2039.980078,14878137.67,1090000,0.0001264,0.000378572
752,-23578.28468,40258058.01,1090000,0.0001262,0.00080854
753,-1589.031602,37742654.74,1100000,0.0001267,0.000766406
754,-4496.754942,37651549.98,1100000,0.0001268,0.000764962
755,-21099.19707,36252499.43,1100000,0.0001267,0.000741149
756,-9970.867136,39121645.87,1100000,0.000127,0.000790079
757,-30176.0351,3782.2148,1100000,0.0001268,0.000126864
758,-1252.224756,5951086.173,1100000,0.0001274,0.000228266
759,-9031.432782,29689164.63,1100000,0.0001274,0.000630606
760,-11056.88369,34714913.35,1100000,0.0001275,0.000715888
761,-5705.397044,27415183.42,1100000,0.0001277,0.000592364
762,-9082.499297,45307520.15,1100000,0.0001278,0.000895724
763,-732.5328468,17259502.72,1100000,0.0001281,0.000420634
764,-27450.49969,19397927.86,1100000,0.0001278,0.000456578
765,-25171.97492,34385966.26,1100000,0.000128,0.000710813
766,-12403.44088,17369464.24,1110000,0.0001283,0.000422698
767,-11943.36823,47532703.11,1110000,0.0001284,0.000934039
768,-5740.278902,17402818.09,1110000,0.0001287,0.000423663
769,-26488.91415,13993393.96,1110000,0.0001285,0.000365676
770,-20869.76105,47380239.81,1110000,0.0001287,0.000931755
771,-20232.46406,18914416.57,1110000,0.000129,0.000449583
772,-28621.34731,3631131.035,1110000,0.000129,0.000190545
773,-6000.044125,40464639.18,1110000,0.0001294,0.000815241
774,-2139.867818,35803802.03,1110000,0.0001296,0.000736444
775,-24809.72426,4444865.284,1110000,0.0001294,0.000204737
776,-13320.2892,16675945.43,1110000,0.0001297,0.000412343
777,-20699.47947,15081965.55,1110000,0.0001298,0.000385427
778,-23732.95971,32789208.01,1110000,0.0001298,0.000685549
